ID_number,RawData_file,First3,Breedcode,Chip,Region,Country
116338409,genos_116.txt,116,116,55k,S.Eur,Italy
117275840,genos_117.txt,117,117,55k,N.Eur,Austria
117329190,genos_117.txt,117,117,55k,N.Eur,Austria
117329200,genos_117.txt,117,117,55k,N.Eur,Austria
117329210,genos_117.txt,117,117,55k,N.Eur,Austria
117329220,genos_117.txt,117,117,55k,N.Eur,Austria
118275910,genos_118.txt,118,118,55k,GB,England
118329230,genos_118.txt,118,118,55k,GB,England
118329240,genos_118.txt,118,118,55k,GB,England
118329250,genos_118.txt,118,118,55k,GB,England
118329260,genos_118.txt,118,118,55k,GB,England
119328960,genos_119.txt,119,119,55k,S.Eur,Italy
119328970,genos_119.txt,119,119,55k,S.Eur,Italy
119328980,genos_119.txt,119,119,55k,S.Eur,Italy
119328990,genos_119.txt,119,119,55k,S.Eur,Italy
119329000,genos_119.txt,119,119,55k,S.Eur,Italy
119338419,genos_119.txt,119,119,55k,S.Eur,Italy
119338429,genos_119.txt,119,119,55k,S.Eur,Italy
119338439,genos_119.txt,119,119,55k,S.Eur,Italy
119338449,genos_119.txt,119,119,55k,S.Eur,Italy
119338459,genos_119.txt,119,119,55k,S.Eur,Italy
119338469,genos_119.txt,119,119,55k,S.Eur,Italy
119338479,genos_119.txt,119,119,55k,S.Eur,Italy
119338489,genos_119.txt,119,119,55k,S.Eur,Italy
119338499,genos_119.txt,119,119,55k,S.Eur,Italy
119338509,genos_119.txt,119,119,55k,S.Eur,Italy
119338519,genos_119.txt,119,119,55k,S.Eur,Italy
119338529,genos_119.txt,119,119,55k,S.Eur,Italy
119338539,genos_119.txt,119,119,55k,S.Eur,Italy
119338549,genos_119.txt,119,119,55k,S.Eur,Italy
119338559,genos_119.txt,119,119,55k,S.Eur,Italy
119338569,genos_119.txt,119,119,55k,S.Eur,Italy
119338579,genos_119.txt,119,119,55k,S.Eur,Italy
119338589,genos_119.txt,119,119,55k,S.Eur,Italy
119338599,genos_119.txt,119,119,55k,S.Eur,Italy
119338609,genos_119.txt,119,119,55k,S.Eur,Italy
119338619,genos_119.txt,119,119,55k,S.Eur,Italy
119338629,genos_119.txt,119,119,55k,S.Eur,Italy
119338639,genos_119.txt,119,119,55k,S.Eur,Italy
119338649,genos_119.txt,119,119,55k,S.Eur,Italy
120275480,genos_120.txt,120,120,55k,S.Eur,France
120275490,genos_120.txt,120,120,55k,S.Eur,France
120329270,genos_120.txt,120,120,55k,S.Eur,France
120329280,genos_120.txt,120,120,55k,S.Eur,France
120329290,genos_120.txt,120,120,55k,S.Eur,France
121275450,genos_121.txt,121,900,55k,NWD,Texas
121329330,genos_121.txt,121,900,55k,NWD,Texas
121329340,genos_121.txt,121,900,55k,NWD,Texas
121329350,genos_121.txt,121,900,55k,NWD,Texas
121329360,genos_121.txt,121,900,55k,NWD,Texas
121329370,genos_121.txt,121,900,55k,NWD,Texas
121329380,genos_121.txt,121,900,55k,NWD,Texas
121329390,genos_121.txt,121,900,55k,NWD,Texas
121329400,genos_121.txt,121,900,55k,NWD,Texas
121329410,genos_121.txt,121,900,55k,NWD,Texas
121329420,genos_121.txt,121,900,55k,NWD,Texas
121329430,genos_121.txt,121,900,55k,NWD,Texas
121329440,genos_121.txt,121,900,55k,NWD,Texas
121329450,genos_121.txt,121,900,55k,NWD,Texas
121329460,genos_121.txt,121,900,55k,NWD,Texas
121329470,genos_121.txt,121,900,55k,NWD,Texas
121329480,genos_121.txt,121,900,55k,NWD,Texas
121329490,genos_121.txt,121,900,55k,NWD,Texas
121329500,genos_121.txt,121,900,55k,NWD,Texas
121329510,genos_121.txt,121,900,55k,NWD,Texas
121329520,genos_121.txt,121,900,55k,NWD,Texas
121329530,genos_121.txt,121,900,55k,NWD,Texas
121329540,genos_121.txt,121,900,55k,NWD,Texas
121329550,genos_121.txt,121,900,55k,NWD,Texas
121329560,genos_121.txt,121,900,55k,NWD,Texas
121329570,genos_121.txt,121,900,55k,NWD,Texas
121329580,genos_121.txt,121,900,55k,NWD,Texas
121329590,genos_121.txt,121,900,55k,NWD,Texas
121329600,genos_121.txt,121,900,55k,NWD,Texas
121488129,genos_121.txt,121,900,55k,NWD,Texas
121488139,genos_121.txt,121,900,55k,NWD,Texas
121488149,genos_121.txt,121,900,55k,NWD,Texas
121488159,genos_121.txt,121,900,55k,NWD,Texas
121488169,genos_121.txt,121,900,55k,NWD,Texas
121488179,genos_121.txt,121,900,55k,NWD,Texas
121488189,genos_121.txt,121,900,55k,NWD,Texas
121488199,genos_121.txt,121,900,55k,NWD,Texas
121488209,genos_121.txt,121,900,55k,NWD,Texas
121488219,genos_121.txt,121,900,55k,NWD,Texas
121488229,genos_121.txt,121,900,55k,NWD,Texas
121488239,genos_121.txt,121,900,55k,NWD,Texas
121692020,genosTXrang.txt,121,900,55k,UNK,Texas
122275570,genos_122.txt,122,122,55k,GB,Scotland
122328370,genos_122.txt,122,122,55k,GB,Scotland
122328380,genos_122.txt,122,122,55k,GB,Scotland
122328390,genos_122.txt,122,122,55k,GB,Scotland
122328400,genos_122.txt,122,122,55k,GB,Scotland
122329150,genos_122.txt,122,122,55k,GB,Scotland
122329160,genos_122.txt,122,122,55k,GB,Scotland
122329170,genos_122.txt,122,122,55k,GB,Scotland
122329180,genos_122.txt,122,122,55k,GB,Scotland
123476350,genos_123.txt,123,123,55k,Africa,Senegal
123476360,genos_123.txt,123,123,55k,Africa,Senegal
123476370,genos_123.txt,123,123,55k,Africa,Senegal
123476380,genos_123.txt,123,123,55k,Africa,Senegal
123476390,genos_123.txt,123,123,55k,Africa,Senegal
123476400,genos_123.txt,123,123,55k,Africa,Senegal
123476410,genos_123.txt,123,123,55k,Africa,Senegal
123476420,genos_123.txt,123,123,55k,Africa,Senegal
123476430,genos_123.txt,123,123,55k,Africa,Senegal
123476440,genos_123.txt,123,123,55k,Africa,Senegal
123476450,genos_123.txt,123,123,55k,Africa,Senegal
123476460,genos_123.txt,123,123,55k,Africa,Senegal
123476470,genos_123.txt,123,123,55k,Africa,Senegal
123476480,genos_123.txt,123,123,55k,Africa,Senegal
123476490,genos_123.txt,123,123,55k,Africa,Senegal
123476500,genos_123.txt,123,123,55k,Africa,Senegal
123476510,genos_123.txt,123,123,55k,Africa,Senegal
123476520,genos_123.txt,123,123,55k,Africa,Senegal
123476530,genos_123.txt,123,123,55k,Africa,Senegal
123476540,genos_123.txt,123,123,55k,Africa,Senegal
123476550,genos_123.txt,123,123,55k,Africa,Senegal
123476560,genos_123.txt,123,123,55k,Africa,Senegal
123476570,genos_123.txt,123,123,55k,Africa,Senegal
123476580,genos_123.txt,123,123,55k,Africa,Senegal
123476590,genos_123.txt,123,123,55k,Africa,Senegal
123476600,genos_123.txt,123,123,55k,Africa,Senegal
123476610,genos_123.txt,123,123,55k,Africa,Senegal
123476620,genos_123.txt,123,123,55k,Africa,Senegal
123476630,genos_123.txt,123,123,55k,Africa,Senegal
123476640,genos_123.txt,123,123,55k,Africa,Senegal
123476650,genos_123.txt,123,123,55k,Africa,Senegal
123476660,genos_123.txt,123,123,55k,Africa,Senegal
123476670,genos_123.txt,123,123,55k,Africa,Senegal
123476680,genos_123.txt,123,123,55k,Africa,Senegal
123476690,genos_123.txt,123,123,55k,Africa,Senegal
123476700,genos_123.txt,123,123,55k,Africa,Senegal
123476710,genos_123.txt,123,123,55k,Africa,Senegal
124274210,genos_124.txt,124,124,55k,GB,England
124274220,genos_124.txt,124,124,55k,GB,England
124274230,genos_124.txt,124,124,55k,GB,England
124274240,genos_124.txt,124,124,55k,GB,England
124274250,genos_124.txt,124,124,55k,GB,England
124274260,genos_124.txt,124,124,55k,GB,England
124274270,genos_124.txt,124,124,55k,GB,England
124274280,genos_124.txt,124,124,55k,GB,England
124274290,genos_124.txt,124,124,55k,GB,England
124274300,genos_124.txt,124,124,55k,GB,England
124274310,genos_124.txt,124,124,55k,GB,England
124274320,genos_124.txt,124,124,55k,GB,England
124274330,genos_124.txt,124,124,55k,GB,England
124274340,genos_124.txt,124,124,55k,GB,England
124274350,genos_124.txt,124,124,55k,GB,England
124274360,genos_124.txt,124,124,55k,GB,England
124274370,genos_124.txt,124,124,55k,GB,England
124274380,genos_124.txt,124,124,55k,GB,England
124274390,genos_124.txt,124,124,55k,GB,England
124274400,genos_124.txt,124,124,55k,GB,England
124274410,genos_124.txt,124,124,55k,GB,England
124274420,genos_124.txt,124,124,55k,GB,England
124274430,genos_124.txt,124,124,55k,GB,England
124274440,genos_124.txt,124,124,55k,GB,England
124274450,genos_124.txt,124,124,55k,GB,England
124274460,genos_124.txt,124,124,55k,GB,England
124274470,genos_124.txt,124,124,55k,GB,England
124274480,genos_124.txt,124,124,55k,GB,England
124274490,genos_124.txt,124,124,55k,GB,England
124274500,genos_124.txt,124,124,55k,GB,England
124274510,genos_124.txt,124,124,55k,GB,England
124274520,genos_124.txt,124,124,55k,GB,England
124274530,genos_124.txt,124,124,55k,GB,England
124274540,genos_124.txt,124,124,55k,GB,England
124274550,genos_124.txt,124,124,55k,GB,England
124274560,genos_124.txt,124,124,55k,GB,England
124274570,genos_124.txt,124,124,55k,GB,England
124274650,genos_124.txt,124,124,55k,GB,England
124274670,genos_124.txt,124,124,55k,GB,England
124274680,genos_124.txt,124,124,55k,GB,England
124274690,genos_124.txt,124,124,55k,GB,England
124274700,genos_124.txt,124,124,55k,GB,England
124274710,genos_124.txt,124,124,55k,GB,England
124274720,genos_124.txt,124,124,55k,GB,England
124274730,genos_124.txt,124,124,55k,GB,England
124274740,genos_124.txt,124,124,55k,GB,England
124274750,genos_124.txt,124,124,55k,GB,England
124274760,genos_124.txt,124,124,55k,GB,England
124274770,genos_124.txt,124,124,55k,GB,England
124274780,genos_124.txt,124,124,55k,GB,England
124274790,genos_124.txt,124,124,55k,GB,England
124274800,genos_124.txt,124,124,55k,GB,England
124274810,genos_124.txt,124,124,55k,GB,England
124274820,genos_124.txt,124,124,55k,GB,England
124274830,genos_124.txt,124,124,55k,GB,England
124274840,genos_124.txt,124,124,55k,GB,England
124274850,genos_124.txt,124,124,55k,GB,England
124274860,genos_124.txt,124,124,55k,GB,England
124274870,genos_124.txt,124,124,55k,GB,England
124274880,genos_124.txt,124,124,55k,GB,England
124274890,genos_124.txt,124,124,55k,GB,England
124274900,genos_124.txt,124,124,55k,GB,England
124274910,genos_124.txt,124,124,55k,GB,England
124274920,genos_124.txt,124,124,55k,GB,England
124274930,genos_124.txt,124,124,55k,GB,England
124274940,genos_124.txt,124,124,55k,GB,England
124274950,genos_124.txt,124,124,55k,GB,England
124328520,genos_124.txt,124,124,55k,GB,England
124328530,genos_124.txt,124,124,55k,GB,England
124328540,genos_124.txt,124,124,55k,GB,England
124328550,genos_124.txt,124,124,55k,GB,England
124330530,genos_124.txt,124,124,55k,GB,England
124330540,genos_124.txt,124,124,55k,GB,England
124330640,genos_124.txt,124,124,55k,GB,England
124330650,genos_124.txt,124,124,55k,GB,England
124330660,genos_124.txt,124,124,55k,GB,England
124330670,genos_124.txt,124,124,55k,GB,England
124330700,genos_124.txt,124,124,55k,GB,England
124330710,genos_124.txt,124,124,55k,GB,England
124330720,genos_124.txt,124,124,55k,GB,England
124330740,genos_124.txt,124,124,55k,GB,England
124330760,genos_124.txt,124,124,55k,GB,England
124330770,genos_124.txt,124,124,55k,GB,England
124330780,genos_124.txt,124,124,55k,GB,England
124330790,genos_124.txt,124,124,55k,GB,England
124330800,genos_124.txt,124,124,55k,GB,England
124330810,genos_124.txt,124,124,55k,GB,England
124330820,genos_124.txt,124,124,55k,GB,England
124330830,genos_124.txt,124,124,55k,GB,England
124330840,genos_124.txt,124,124,55k,GB,England
124330850,genos_124.txt,124,124,55k,GB,England
124330860,genos_124.txt,124,124,55k,GB,England
124330870,genos_124.txt,124,124,55k,GB,England
124330880,genos_124.txt,124,124,55k,GB,England
124330890,genos_124.txt,124,124,55k,GB,England
124330900,genos_124.txt,124,124,55k,GB,England
124330940,genos_124.txt,124,124,55k,GB,England
124330960,genos_124.txt,124,124,55k,GB,England
124330980,genos_124.txt,124,124,55k,GB,England
124330990,genos_124.txt,124,124,55k,GB,England
125329010,genos_125.txt,125,125,55k,S.Eur,France
125329020,genos_125.txt,125,125,55k,S.Eur,France
125329030,genos_125.txt,125,125,55k,S.Eur,France
125329040,genos_125.txt,125,125,55k,S.Eur,France
125329050,genos_125.txt,125,125,55k,S.Eur,France
127328620,genos_127.txt,127,127,55k,GB,England
127328630,genos_127.txt,127,127,55k,GB,England
127328640,genos_127.txt,127,127,55k,GB,England
127328650,genos_127.txt,127,127,55k,GB,England
128321660,genos_128.txt,128,128,55k,ROMO,Colombia
128321670,genos_128.txt,128,128,55k,ROMO,Colombia
128321680,genos_128.txt,128,128,55k,ROMO,Colombia
128321690,genos_128.txt,128,128,55k,ROMO,Colombia
128321700,genos_128.txt,128,128,55k,ROMO,Colombia
128321710,genos_128.txt,128,128,55k,ROMO,Colombia
128321720,genos_128.txt,128,128,55k,ROMO,Colombia
128321730,genos_128.txt,128,128,55k,ROMO,Colombia
129334029,genos_129.txt,129,129,55k,GB,Scotland
129334039,genos_129.txt,129,129,55k,GB,Scotland
129334049,genos_129.txt,129,129,55k,GB,Scotland
129334059,genos_129.txt,129,129,55k,GB,Scotland
129334069,genos_129.txt,129,129,55k,GB,Scotland
129334079,genos_129.txt,129,129,55k,GB,Scotland
129334089,genos_129.txt,129,129,55k,GB,Scotland
129334099,genos_129.txt,129,129,55k,GB,Scotland
129334109,genos_129.txt,129,129,55k,GB,Scotland
129334119,genos_129.txt,129,129,55k,GB,Scotland
129334129,genos_129.txt,129,129,55k,GB,Scotland
129334139,genos_129.txt,129,129,55k,GB,Scotland
129334149,genos_129.txt,129,129,55k,GB,Scotland
129334159,genos_129.txt,129,129,55k,GB,Scotland
129334169,genos_129.txt,129,129,55k,GB,Scotland
200008890,genos_200.txt,200,200,55k,N.Eur,Netherlands
200008900,genos_200.txt,200,200,55k,N.Eur,Netherlands
200008939,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009170,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009280,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009290,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009370,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009400,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009600,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009700,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009770,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009900,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009940,genos_200.txt,200,200,55k,N.Eur,Netherlands
200009980,genos_200.txt,200,200,55k,N.Eur,Netherlands
200010120,genos_200.txt,200,200,55k,N.Eur,Netherlands
200010480,genos_200.txt,200,200,55k,N.Eur,Netherlands
200010490,genos_200.txt,200,200,55k,N.Eur,Netherlands
200010520,genos_200.txt,200,200,55k,N.Eur,Netherlands
200010550,genos_200.txt,200,200,55k,N.Eur,Netherlands
200010690,genos_200.txt,200,200,55k,N.Eur,Netherlands
200010850,genos_200.txt,200,200,55k,N.Eur,Netherlands
200010860,genos_200.txt,200,200,55k,N.Eur,Netherlands
200011000,genos_200.txt,200,200,55k,N.Eur,Netherlands
200011020,genos_200.txt,200,200,55k,N.Eur,Netherlands
200011140,genos_200.txt,200,200,55k,N.Eur,Netherlands
200011220,genos_200.txt,200,200,55k,N.Eur,Netherlands
200011290,genos_200.txt,200,200,55k,N.Eur,Netherlands
200011360,genos_200.txt,200,200,55k,N.Eur,Netherlands
200011420,genos_200.txt,200,200,55k,N.Eur,Netherlands
200011440,genos_200.txt,200,200,55k,N.Eur,Netherlands
200012040,genos_200.txt,200,200,55k,N.Eur,Netherlands
200012050,genos_200.txt,200,200,55k,N.Eur,Netherlands
200012060,genos_200.txt,200,200,55k,N.Eur,Netherlands
200012070,genos_200.txt,200,200,55k,N.Eur,Netherlands
200012410,genos_200.txt,200,200,55k,N.Eur,Netherlands
200012520,genos_200.txt,200,200,55k,N.Eur,Netherlands
200012540,genos_200.txt,200,200,55k,N.Eur,Netherlands
200012700,genos_200.txt,200,200,55k,N.Eur,Netherlands
200014710,genos_200.txt,200,200,55k,N.Eur,Netherlands
200015240,genos_200.txt,200,200,55k,N.Eur,Netherlands
200015580,genos_200.txt,200,200,55k,N.Eur,Netherlands
200015600,genos_200.txt,200,200,55k,N.Eur,Netherlands
200015920,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016230,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016290,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016360,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016420,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016490,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016580,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016610,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016650,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016700,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016730,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016760,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016810,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016830,genos_200.txt,200,200,55k,N.Eur,Netherlands
200016860,genos_200.txt,200,200,55k,N.Eur,Netherlands
200020740,genos_200.txt,200,200,55k,N.Eur,Netherlands
200020759,genos_200.txt,200,200,55k,N.Eur,Netherlands
200020830,genos_200.txt,200,200,55k,N.Eur,Netherlands
200020879,genos_200.txt,200,200,55k,N.Eur,Netherlands
200020980,genos_200.txt,200,200,55k,N.Eur,Netherlands
200021160,genos_200.txt,200,200,55k,N.Eur,Netherlands
200044939,genos_200.txt,200,200,55k,N.Eur,Netherlands
200044940,genos_200.txt,200,200,55k,N.Eur,Netherlands
200044959,genos_200.txt,200,200,55k,N.Eur,Netherlands
200045019,genos_200.txt,200,200,55k,N.Eur,Netherlands
200065560,genos_200.txt,200,200,55k,N.Eur,Netherlands
200066820,genos_200.txt,200,200,55k,N.Eur,Netherlands
200066900,genos_200.txt,200,200,55k,N.Eur,Netherlands
200067080,genos_200.txt,200,200,55k,N.Eur,Netherlands
200067380,genos_200.txt,200,200,55k,N.Eur,Netherlands
200067610,genos_200.txt,200,200,55k,N.Eur,Netherlands
200067660,genos_200.txt,200,200,55k,N.Eur,Netherlands
200067730,genos_200.txt,200,200,55k,N.Eur,Netherlands
200068050,genos_200.txt,200,200,55k,N.Eur,Netherlands
200068160,genos_200.txt,200,200,55k,N.Eur,Netherlands
200068280,genos_200.txt,200,200,55k,N.Eur,Netherlands
200068630,genos_200.txt,200,200,55k,N.Eur,Netherlands
200068930,genos_200.txt,200,200,55k,N.Eur,Netherlands
200069170,genos_200.txt,200,200,55k,N.Eur,Netherlands
200069190,genos_200.txt,200,200,55k,N.Eur,Netherlands
200069600,genos_200.txt,200,200,55k,N.Eur,Netherlands
200069900,genos_200.txt,200,200,55k,N.Eur,Netherlands
200070510,genos_200.txt,200,200,55k,N.Eur,Netherlands
200070530,genos_200.txt,200,200,55k,N.Eur,Netherlands
200070770,genos_200.txt,200,200,55k,N.Eur,Netherlands
200070830,genos_200.txt,200,200,55k,N.Eur,Netherlands
200203340,genos_200.txt,200,200,55k,N.Eur,Netherlands
200242419,genos_200.txt,200,200,55k,N.Eur,Netherlands
200242869,genos_200.txt,200,200,55k,N.Eur,Netherlands
200242889,genos_200.txt,200,200,55k,N.Eur,Netherlands
200242909,genos_200.txt,200,200,55k,N.Eur,Netherlands
200244459,genos_200.txt,200,200,55k,N.Eur,Netherlands
200245109,genos_200.txt,200,200,55k,N.Eur,Netherlands
200245209,genos_200.txt,200,200,55k,N.Eur,Netherlands
200246909,genos_200.txt,200,200,55k,N.Eur,Netherlands
200247899,genos_200.txt,200,200,55k,N.Eur,Netherlands
200247949,genos_200.txt,200,200,55k,N.Eur,Netherlands
200336129,genos_200.txt,200,200,55k,N.Eur,Netherlands
201197170,genos_201.txt,201,201,55k,N.Eur,Finland
201197900,genos_201.txt,201,201,55k,N.Eur,Finland
201198070,genos_201.txt,201,201,55k,N.Eur,Finland
201198130,genos_201.txt,201,201,55k,N.Eur,Finland
201198960,genos_201.txt,201,201,55k,N.Eur,Finland
201199400,genos_201.txt,201,201,55k,N.Eur,Finland
201207260,genos_201.txt,201,201,55k,N.Eur,Finland
201207520,genos_201.txt,201,201,55k,N.Eur,Finland
201331570,genos_201.txt,201,201,55k,N.Eur,Finland
201331710,genos_201.txt,201,201,55k,N.Eur,Finland
202336749,genos_202.txt,202,202,55k,CI,CI
202336759,genos_202.txt,202,202,55k,CI,CI
202336779,genos_202.txt,202,202,55k,CI,CI
202336789,genos_202.txt,202,202,55k,CI,CI
202336799,genos_202.txt,202,202,55k,CI,CI
202336809,genos_202.txt,202,202,55k,CI,CI
202336849,genos_202.txt,202,202,55k,CI,CI
202336929,genos_202.txt,202,202,55k,CI,CI
202336939,genos_202.txt,202,202,55k,CI,CI
202336969,genos_202.txt,202,202,55k,CI,CI
204334769,genos_204.txt,204,204,55k,N.Eur,Switzerland
204334779,genos_204.txt,204,204,55k,N.Eur,Switzerland
204334789,genos_204.txt,204,204,55k,N.Eur,Switzerland
204334799,genos_204.txt,204,204,55k,N.Eur,Switzerland
204334829,genos_204.txt,204,204,55k,N.Eur,Switzerland
204334839,genos_204.txt,204,204,55k,N.Eur,Switzerland
204334899,genos_204.txt,204,204,55k,N.Eur,Switzerland
204334909,genos_204.txt,204,204,55k,N.Eur,Switzerland
204334929,genos_204.txt,204,204,55k,N.Eur,Switzerland
204334949,genos_204.txt,204,204,55k,N.Eur,Switzerland
205335589,genos_205.txt,205,205,55k,CI,CI
205335599,genos_205.txt,205,205,55k,CI,CI
205335609,genos_205.txt,205,205,55k,CI,CI
205335619,genos_205.txt,205,205,55k,CI,CI
205335629,genos_205.txt,205,205,55k,CI,CI
205335639,genos_205.txt,205,205,55k,CI,CI
205335659,genos_205.txt,205,205,55k,CI,CI
205335669,genos_205.txt,205,205,55k,CI,CI
205335689,genos_205.txt,205,205,55k,CI,CI
205335709,genos_205.txt,205,205,55k,CI,CI
210328440,genos_210.txt,210,210,55k,GB,England
210328450,genos_210.txt,210,210,55k,GB,England
210328460,genos_210.txt,210,210,55k,GB,England
210328470,genos_210.txt,210,210,55k,GB,England
211328600,genos_211.txt,211,211,55k,GB,Wales
211328610,genos_211.txt,211,211,55k,GB,Wales
212328480,genos_212.txt,212,212,55k,GB,England
212328490,genos_212.txt,212,212,55k,GB,England
212328500,genos_212.txt,212,212,55k,GB,England
212328510,genos_212.txt,212,212,55k,GB,England
213328210,genos_213.txt,213,213,55k,GB,England
213328220,genos_213.txt,213,213,55k,GB,England
213328230,genos_213.txt,213,213,55k,GB,England
213328240,genos_213.txt,213,213,55k,GB,England
214328410,genos_214.txt,214,214,55k,GB,Ireland
214328420,genos_214.txt,214,214,55k,GB,Ireland
214328430,genos_214.txt,214,214,55k,GB,Ireland
215328560,genos_215.txt,215,215,55k,GB,England
215328570,genos_215.txt,215,215,55k,GB,England
215328580,genos_215.txt,215,215,55k,GB,England
215328590,genos_215.txt,215,215,55k,GB,England
216328330,genos_216.txt,216,216,55k,GB,Scotland
216328340,genos_216.txt,216,216,55k,GB,Scotland
216328350,genos_216.txt,216,216,55k,GB,Scotland
216328360,genos_216.txt,216,216,55k,GB,Scotland
217328290,genos_217.txt,217,217,55k,GB,Ireland
217328300,genos_217.txt,217,217,55k,GB,Ireland
217328310,genos_217.txt,217,217,55k,GB,Ireland
217328320,genos_217.txt,217,217,55k,GB,Ireland
218328250,genos_218.txt,218,218,55k,GB,England
218328260,genos_218.txt,218,218,55k,GB,England
218328270,genos_218.txt,218,218,55k,GB,England
218328280,genos_218.txt,218,218,55k,GB,England
219328710,genos_219.txt,219,219,55k,Africa,Uganda
219328720,genos_219.txt,219,219,55k,Africa,Uganda
219328730,genos_219.txt,219,219,55k,Africa,Uganda
219328740,genos_219.txt,219,219,55k,Africa,Uganda
219328750,genos_219.txt,219,219,55k,Africa,Uganda
220328760,genos_220.txt,220,220,55k,S.Eur,Italy
220328770,genos_220.txt,220,220,55k,S.Eur,Italy
220328780,genos_220.txt,220,220,55k,S.Eur,Italy
220328790,genos_220.txt,220,220,55k,S.Eur,Italy
220328800,genos_220.txt,220,220,55k,S.Eur,Italy
221328810,genos_221.txt,221,221,55k,S.Eur,France
221328820,genos_221.txt,221,221,55k,S.Eur,France
221328830,genos_221.txt,221,221,55k,S.Eur,France
221328840,genos_221.txt,221,221,55k,S.Eur,France
221328850,genos_221.txt,221,221,55k,S.Eur,France
222329060,genos_222.txt,222,222,55k,Africa,Zimbabwe
222329070,genos_222.txt,222,222,55k,Africa,Zimbabwe
222329080,genos_222.txt,222,222,55k,Africa,Zimbabwe
222329090,genos_222.txt,222,222,55k,Africa,Zimbabwe
222329100,genos_222.txt,222,222,55k,Africa,Zimbabwe
223337969,genos_223.txt,223,223,55k,N.Eur,Norway
223337979,genos_223.txt,223,223,55k,N.Eur,Norway
223337989,genos_223.txt,223,223,55k,N.Eur,Norway
223337999,genos_223.txt,223,223,55k,N.Eur,Norway
223338009,genos_223.txt,223,223,55k,N.Eur,Norway
223338019,genos_223.txt,223,223,55k,N.Eur,Norway
223338029,genos_223.txt,223,223,55k,N.Eur,Norway
223338039,genos_223.txt,223,223,55k,N.Eur,Norway
223338049,genos_223.txt,223,223,55k,N.Eur,Norway
223338059,genos_223.txt,223,223,55k,N.Eur,Norway
223338069,genos_223.txt,223,223,55k,N.Eur,Norway
223338079,genos_223.txt,223,223,55k,N.Eur,Norway
223338089,genos_223.txt,223,223,55k,N.Eur,Norway
223338099,genos_223.txt,223,223,55k,N.Eur,Norway
223338109,genos_223.txt,223,223,55k,N.Eur,Norway
223338119,genos_223.txt,223,223,55k,N.Eur,Norway
223338129,genos_223.txt,223,223,55k,N.Eur,Norway
223338139,genos_223.txt,223,223,55k,N.Eur,Norway
223338149,genos_223.txt,223,223,55k,N.Eur,Norway
223338159,genos_223.txt,223,223,55k,N.Eur,Norway
223338169,genos_223.txt,223,223,55k,N.Eur,Norway
500080160,genos_500.txt,500,500,55k,Africa,Guinea
500080170,genos_500.txt,500,500,55k,Africa,Guinea
500080180,genos_500.txt,500,500,55k,Africa,Guinea
500080190,genos_500.txt,500,500,55k,Africa,Guinea
500080200,genos_500.txt,500,500,55k,Africa,Guinea
500080210,genos_500.txt,500,500,55k,Africa,Guinea
500080220,genos_500.txt,500,500,55k,Africa,Guinea
500080230,genos_500.txt,500,500,55k,Africa,Guinea
500080240,genos_500.txt,500,500,55k,Africa,Guinea
500080250,genos_500.txt,500,500,55k,Africa,Guinea
500080260,genos_500.txt,500,500,55k,Africa,Guinea
500080270,genos_500.txt,500,500,55k,Africa,Guinea
500080280,genos_500.txt,500,500,55k,Africa,Guinea
500080290,genos_500.txt,500,500,55k,Africa,Guinea
500080300,genos_500.txt,500,500,55k,Africa,Guinea
500080310,genos_500.txt,500,500,55k,Africa,Guinea
500080320,genos_500.txt,500,500,55k,Africa,Guinea
500080330,genos_500.txt,500,500,55k,Africa,Guinea
500080340,genos_500.txt,500,500,55k,Africa,Guinea
500080350,genos_500.txt,500,500,55k,Africa,Guinea
500080360,genos_500.txt,500,500,55k,Africa,Guinea
500080370,genos_500.txt,500,500,55k,Africa,Guinea
500080380,genos_500.txt,500,500,55k,Africa,Guinea
500080390,genos_500.txt,500,500,55k,Africa,Guinea
500080400,genos_500.txt,500,500,55k,Africa,Guinea
500080410,genos_500.txt,500,500,55k,Africa,Guinea
500080420,genos_500.txt,500,500,55k,Africa,Guinea
500080430,genos_500.txt,500,500,55k,Africa,Guinea
